show_id,type,title,director,director_num,cast,cast_num,country,country_num,date_added,weekday_added,day_added,month_added,year_added,release_year,rating,duration,season,serial,listed_in,listed_in_num
70184128,TV Show,Mighty Morphin Power Rangers,,,"Austin St. John, Thuy Trang, Walter Jones, Amy Jo Johnson, David Yost, Jason David Frank, Johnny Yong Bosch, Karan Ashley, Steve Cardenas, Catherine Sutherland, Paul Schrier, Jason Narvy, David Fielding, Richard Steven Horvitz, Barbara Goodson",15,"United States, Japan",2,"January 1, 2016",Friday,1,1,2016,2010,TV-Y7-FV,,4,1,Kids' TV,1
70184207,TV Show,Shameless (U.S.),,,"William H. Macy, Emmy Rossum, Justin Chatwin, Cameron Monaghan, Jeremy Allen White, Shanola Hampton, Steve Howey, Ethan Cutkosky, Emma Kenney, Laura Wiggins, Joan Cusack",11,United States,1,"September 10, 2019",Tuesday,10,9,2019,2018,TV-MA,,9,1,"TV Comedies, TV Dramas",2
70185015,TV Show,Portlandia,,,"Fred Armisen, Carrie Brownstein",2,United States,1,"September 25, 2019",Wednesday,25,9,2019,2018,TV-14,,8,1,TV Comedies,1
70185045,Movie,Forks Over Knives,Lee Fulkerson,1,,,United States,1,"October 3, 2019",Thursday,3,10,2019,2011,PG,96,0,0,Documentaries,1
70196145,TV Show,New Girl,,,"Zooey Deschanel, Jake Johnson, Max Greenfield, Hannah Simone, Lamorne Morris, Damon Wayans Jr.",6,United States,1,"April 11, 2019",Thursday,11,4,2019,2017,TV-14,,7,1,"Romantic TV Shows, TV Comedies",2
70196150,TV Show,Hart of Dixie,,,"Rachel Bilson, Jaime King, Cress Williams, Wilson Bethel, Scott Porter, Tim Matheson, Kaitlyn Black, Ross Philips",8,United States,1,"December 15, 2015",Tuesday,15,12,2015,2014,TV-PG,,4,1,"TV Comedies, TV Dramas",2
70197042,TV Show,Person of Interest,,,"Jim Caviezel, Michael Emerson, Taraji P. Henson, Kevin Chapman, Sarah Shahi, Amy Acker",6,United States,1,"September 22, 2016",Thursday,22,9,2016,2016,TV-14,,5,1,"Crime TV Shows, TV Action & Adventure, TV Dramas",3
70197057,TV Show,Scandal,,,"Kerry Washington, Columbus Short, Darby Stanchfield, Katie Lowes, Guillermo Díaz, Joshua Malina, Jeff Perry, Bellamy Young, Tony Goldwyn, Scott Foley",10,United States,1,"May 19, 2018",Saturday,19,5,2018,2018,TV-14,,7,1,"Crime TV Shows, TV Dramas",2
70198116,TV Show,Forensic Files,,,Peter Thomas,1,United States,1,"September 1, 2016",Thursday,1,9,2016,2011,TV-14,,9,1,"Crime TV Shows, Docuseries, Science & Nature TV",3
70201870,TV Show,Angel Beats!,,,"Hiroshi Kamiya, Harumi Sakurai, Kana Hanazawa, Eri Kitamura, Ryohei Kimura, Takahiro Mizushima, Shun Takagi, Fuko Saito, Yui Makino, Hiro Masuda, Michael Rivas, Eiichiro Tokumoto, Yumiko Kobayashi, Hiroki Touchi, Miyuki Sawashiro, Chie Matsuura, Kana Asumi, Emiri Kato",18,Japan,1,"July 15, 2019",Monday,15,7,2019,2010,TV-14,,1,1,"Anime Series, International TV Shows",2
70202579,TV Show,The War: A Film by Ken Burns and Lynn Novick,,,Keith David,1,United States,1,"February 22, 2017",Wednesday,22,2,2017,2007,TV-14,,1,1,Docuseries,1
70202589,TV Show,Sherlock,,,"Benedict Cumberbatch, Martin Freeman, Una Stubbs, Rupert Graves, Mark Gatiss, Andrew Scott",6,"United Kingdom, United States",2,"May 15, 2017",Monday,15,5,2017,2017,TV-14,,4,1,"British TV Shows, Crime TV Shows, International TV Shows",3
70202593,TV Show,North & South,,,"Daniela Denby-Ashe, Richard Armitage, Tim Pigott-Smith, Sinéad Cusack, Lesley Manville, Brendan Coyle, Anna Maxwell Martin, Jo Joyner, Pauline Quirke, Kay Lyon",10,United Kingdom,1,"March 31, 2017",Friday,31,3,2017,2004,NR,,1,1,"British TV Shows, Romantic TV Shows, TV Dramas",3
70202600,TV Show,Shaka Zulu,,,"Edward Fox, Robert Powell, Trevor Howard, Fiona Fullerton, Christopher Lee, Henry Cele, Dudu Mkhize, Roy Dotrice, Gordon Jackson, Kenneth Griffith, Conrad Magwaza, Patrick Ndlovu, Roland Mqwebu, Gugu Nxumalo, Tu Nokwe",15,"Italy, South Africa, West Germany, Australia, United States",5,"January 10, 2019",Thursday,10,1,2019,1986,TV-14,,1,1,TV Dramas,1
70204282,Movie,Pablo Escobar: Angel or Demon?,Jorge Granier,1,,,"Venezuela, Colombia",2,"March 23, 2018",Friday,23,3,2018,2007,NR,82,0,0,"Documentaries, International Movies",2
70204955,TV Show,Black Butler,,,"Daisuke Ono, Maaya Sakamoto, Hiroki Touchi, Yuki Kaji, Emiri Kato, Koji Yusa, Shunji Fujimura, Yukari Tamura, Romi Park, Jun Fukuyama",10,Japan,1,"December 1, 2018",Saturday,1,12,2018,2010,TV-14,,1,1,"Anime Series, International TV Shows",2
70204957,TV Show,Bleach,,,"Masakazu Morita, Fumiko Orikasa, Yuki Matsuoka, Noriaki Sugiyama, Hiroki Yasumoto, Kentaro Ito, Ryotaro Okiayu",7,Japan,1,"November 3, 2018",Saturday,3,11,2018,2006,TV-14,,3,1,"Anime Series, International TV Shows",2
70204963,TV Show,CLANNAD,,,"Yuichi Nakamura, David Matranga, Mai Nakahara, Luci Christian, Ryo Hirohashi, Shelley Calene-Black, Ai Nonaka, Hilary Haag, Akemi Kanda, Brittney Karbowski, Houko Kuwashima, Kaytha Coker, Mamiko Noto, Emily Neves, Daisuke Sakaguchi, Greg Ayres",16,Japan,1,"November 1, 2019",Friday,1,11,2019,2008,TV-PG,,2,1,"Anime Series, Teen TV Shows",2
70204970,TV Show,DEATH NOTE,,,"Kappei Yamaguchi, Alessandro Juliani, Mamoru Miyano, Brad Swaile, Ai Satou, Saffron Henderson, Akeno Watanabe, Lisa Ann Beley, Aya Hirano, Shannon Chan-Kent, Haruka Kudo, Kelly Metzger, Hideo Ishikawa, Brian Dobson, Hiroki Takahashi, Sam Vincent, Shido Nakamura, Brian Drummond, Naoya Uchida, Chris Britton",20,Japan,1,"October 15, 2016",Saturday,15,10,2016,2006,TV-14,,1,1,"Anime Series, Crime TV Shows, International TV Shows",3
70204980,TV Show,Fullmetal Alchemist,,,"Romi Park, Rie Kugimiya, Megumi Toyoguchi, Miyoko Aso, Toru Okawa, Michiko Neya, Kenji Utsumi, Hidekatsu Shibata, Ryotaro Okiayu, Yuko Sato, Yasuhiro Takato, Keiji Fujiwara, Yasunori Matsumoto, Tomoyuki Shimura, Tetsu Shiratori, Takehiro Murozono, Makoto Nagai, Mayumi Yamaguchi, Kotono Mitsuishi, Satomi Koorogi",20,Japan,1,"January 1, 2018",Monday,1,1,2018,2003,TV-14,,1,1,"Anime Series, International TV Shows",2
70204989,TV Show,Gunslinger Girl,,,"Yuuka Nanri, Kanako Mitsuhashi, Eri Sendai, Ami Koshimizu, Hidenobu Kiuchi, Mitsuru Miyamoto, Masashi Ebara, Norihiro Inoue, Rie Nakagawa, Masami Iwasaki, Laura Bailey, Luci Christian, Caitlin Glass, Alese Johnson, Monica Rial, Jerry Jewell, Stephanie Young, Mike McFarland",18,Japan,1,,,,,,2008,TV-14,,2,1,"Anime Series, Crime TV Shows",2
70204995,TV Show,InuYasha,,,"Kappei Yamaguchi, Satsuki Yukino, Kumiko Watanabe, Noriko Hidaka, Koji Tsujitani, Houko Kuwashima, Toshiyuki Morikawa, Richard Ian Cox, Moneca Stori, Paul Dobson, Kirby Morrow, Kelly Sheridan, Jillian Michaels",13,Japan,1,"December 15, 2016",Thursday,15,12,2016,2001,TV-14,,2,1,"Anime Series, International TV Shows",2
70205018,TV Show,Robotech,,,"Jean-Claude Ballard, Gregory Snegoff, Cam Clarke, Melissa Newman, Tony Oliver, Larry Abraham, Robert Axelrod, Robert V. Barron",8,"United States, Japan",2,"October 1, 2016",Saturday,1,10,2016,1985,TV-MA,,1,1,Anime Series,1
70205024,TV Show,Soul Eater,,,"Chiaki Omigawa, Laura Bailey, Emiri Kato, Kouki Uchiyama, Micah Solusod, Yumiko Kobayashi, Brittney Karbowski, Mamoru Miyano, Todd Haberkorn, Kaori Nazuka, Monica Rial, Akeno Watanabe, Jamie Marchi, Narumi Takahira, Cherami Leigh, Houko Kuwashima",16,Japan,1,"January 16, 2020",Thursday,16,1,2020,2009,TV-14,,4,1,"Anime Series, International TV Shows",2
70205634,TV Show,El Chavo,,,"Roberto Gómez Bolaños, María Antonieta de las Nieves, Carlos Villagrán, Florinda Meza García, Angelines Fernández Abad, Rubén Aguirre Fuentes, Edgar Vivar, Ramón Gómez Valdez de Castillo",8,Mexico,1,"December 31, 2017",Sunday,31,12,2017,1979,TV-PG,,1,1,"Classic & Cult TV, Kids' TV, Spanish-Language TV Shows",3
70205672,TV Show,La Reina del Sur,,,"Kate del Castillo, Cristina Urgel, Alberto Jiménez, Juan José Arjona, Humberto Zurita, Dagoberto Gama, Christian Tappán, Miguel de Miguel, Salvador Zerboni, Carmen Navarro, Santiago Meléndez, Juan Carlos Solarte",12,"United States, Spain, Colombia, Mexico",4,"November 29, 2019",Friday,29,11,2019,2019,TV-14,,2,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",3
70205710,TV Show,Rebelde,,,"Anahí, Dulce María, Alfonso Herrera, Christopher Von Uckermann, Maite Perroni, Christian Chávez, Juan Ferrara, Ninel Conde, Leticia Perdigón, Enrique Rocha",10,Mexico,1,"December 31, 2017",Sunday,31,12,2017,2004,TV-14,,1,1,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",3
70205712,TV Show,La Rosa de Guadalupe,,,"Milia Nader, Francisco Avendaño, Diego Lara, Sandra Itzel, Marisol del Olmo, Aleyda Gallardo, Gerardo Murguía, Roxana Saucedo, Emmanuel Orenday, Maru Dueñas",10,Mexico,1,"January 15, 2019",Tuesday,15,1,2019,2010,TV-PG,,1,1,"Classic & Cult TV, Crime TV Shows, International TV Shows",3
70205713,TV Show,Rosario Tijeras,,,"María Fernanda Yépez, Andrés Sandoval, Sebastian Martinez, Adriana Arango, Juan Felipe Barrientos, Héctor García",6,Colombia,1,"April 15, 2017",Saturday,15,4,2017,2010,TV-14,,1,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",3
70205714,TV Show,Rubi,,,"Bárbara Mori, Eduardo Santamarina, Sebastián Rulli, Jacqueline Bracamontes, Ana Martín, Yadhira Carrillo, Miguel Pizarro, Manuel Landeta, Antonio Medellin, Ana Bertha Espín, José Elías Moreno, Olivia Bucio",12,Mexico,1,"December 31, 2017",Sunday,31,12,2017,2004,TV-PG,,1,1,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",3
70208520,TV Show,High Risk,,,,,United States,1,"September 1, 2017",Friday,1,9,2017,1988,TV-G,,1,1,"Docuseries, Reality TV",2
70210484,TV Show,Ken Burns: The West,,,Peter Coyote,1,United States,1,"March 14, 2017",Tuesday,14,3,2017,1996,TV-PG,,1,1,Docuseries,1
70210883,TV Show,Hell on Wheels,,,"Anson Mount, Colm Meaney, Common, Dominique McElligott, Eddie Spears, Ben Esler, Phil Burke, Christopher Heyerdahl, Robin McLeavy, Tom Noonan",10,"Canada, United Kingdom",2,"May 28, 2016",Saturday,28,5,2016,2016,TV-14,,5,1,"Crime TV Shows, TV Action & Adventure",2
70210884,TV Show,American Horror Story,,,"Evan Peters, Sarah Paulson, Jessica Lange, Denis O'Hare, Kathy Bates, Angela Bassett, Lily Rabe, Frances Conroy, Cheyenne Jackson, Emma Roberts, Taissa Farmiga, Wes Bentley, Finn Wittrock, Chloë Sevigny, Zachary Quinto, Jamie Brewer, Naomi Grossman, Dylan McDermott, Gabourey Sidibe, Lady Gaga, Mare Winningham, Joseph Fiennes, Michael Chiklis, Matt Bomer, Lizzie Brocheré, Erika Ervin, Mat Fraser, Rose Siggins, Connie Britton, James Cromwell, Adina Porter, Jyoti Amge, Billie Lourde, Alison Pill, Billy Eichner, Leslie Grossman, Colton Haynes, Cuba Gooding Jr., André Holland, Danny Huston",40,United States,1,"September 24, 2019",Tuesday,24,9,2019,2018,TV-MA,,8,1,"TV Horror, TV Mysteries, TV Thrillers",3
70212980,TV Show,The Super Mario Bros. Super Show!,,,"Captain Lou Albano, Danny Wells, Jeannie Elias, John Stocker, Harvey Atkin, Robert Bockstael, Cynthia Preston, Jonathan Potts, Colin Fox",9,"United States, Canada",2,"May 22, 2016",Sunday,22,5,2016,1989,TV-Y7,,1,1,Kids' TV,1
70212989,TV Show,The Pyramid Code,,,Sally Jennings,1,Canada,1,"February 8, 2016",Monday,8,2,2016,2009,TV-PG,,1,1,"Docuseries, Science & Nature TV",2
70213072,TV Show,Power Rangers Zeo,,,"Catherine Sutherland, Nakia Burrise, Steve Cardenas, Johnny Yong Bosch, Jason David Frank, David Yost, Austin St. John, Paul Schrier, Jason Narvy, Namihei Koshige, Danny Wayne, Akira Madden, David Stenstrom, Tadahiro Nakamura, Kerrigan Mahan",15,"United States, France, Japan",3,"January 1, 2016",Friday,1,1,2016,1996,TV-Y7-FV,,1,1,Kids' TV,1
70213073,TV Show,Power Rangers Wild Force,,,"Ricardo Medina Jr., Alyson Kiperman, Phillip Jeanmarie, Jessica Rey, Jack Guzman, Phillip Andrew, Ann Marie Crouch, Ilia Volok, Sin Wong, Danny Wayne, Terence J. Rotolo",11,"United States, Netherlands, Japan, France",4,"January 1, 2016",Friday,1,1,2016,2002,TV-Y7-FV,,1,1,Kids' TV,1
70213074,TV Show,Power Rangers Turbo,,,"Johnny Yong Bosch, Nakia Burrise, Blake Foster, Jason David Frank, Catherine Sutherland, Carol Hoyt, Jason Narvy, Paul Schrier, Gregg Bullock, Hilary Shepard, Tracy Lynn Cruz, Patricia Ja Lee, Roger Velasco, Selwyn Ward, Donene Kistler",15,"United States, France, Japan",3,"January 1, 2016",Friday,1,1,2016,1997,TV-Y7-FV,,1,1,Kids' TV,1
70213075,TV Show,Power Rangers Time Force,,,"Jason Faunt, Erin Cahill, Kevin Kleinberg, Deborah Estelle Phillips, Michael Copon, Daniel Southworth, Vernon Wells, Kate Sheldon, Edward Lawrence Albert, Brianne Siddall, Terence J. Rotolo, Eddie Frierson",12,United States,1,"January 1, 2016",Friday,1,1,2016,2001,TV-Y7-FV,,1,1,Kids' TV,1
70213076,TV Show,Power Rangers S.P.D.,,,"Brandon Jay McLaren, Chris Violette, Matt Austin, Monica May, Alycia Purrott, John Tui, Rene Naufahu, Michelle Langstone, Barnie Duncan, Kelson Henderson, Jim McLarty, Olivia James-Baird, Josephine Davison, Derek Judge, James Gaylyn",15,"United States, New Zealand",2,"January 1, 2016",Friday,1,1,2016,2005,TV-Y7-FV,,1,1,Kids' TV,1
70213077,TV Show,Power Rangers RPM,,,"Eka Darville, Ari Boyland, Rose McIver, Milo Cawthorne, Daniel Ewing, Mike Ginn, Li Ming Hu, Olivia Tennet, James Gaylyn, Adelaide Kane, Andrew Laing, Charlie McDermott, Mark Mitchinson",13,United States,1,"January 1, 2016",Friday,1,1,2016,2009,TV-Y7-FV,,1,1,Kids' TV,1
70213078,TV Show,Power Rangers Operation Overdrive,,,"James Maclurcan, Caitlin Murphy, Samuell Benta, Rhoda Montemayor, Gareth Yuen, Dwayne Cameron, Rod Lousich, David Weatherley, Kelson Henderson, Gerald Urquhart, Ria Vandervis, Mark Ferguson",12,"United States, New Zealand, Japan",3,"January 1, 2016",Friday,1,1,2016,2007,TV-Y7-FV,,1,1,Kids' TV,1
70213079,TV Show,Power Rangers Ninja Storm,,,"Pua Magasiva, Sally Martin, Glenn McMillan, Adam Tuominen, Jorgito Vargas Jr., Jason Chan, Katrina Browne, Katrina Devine, Grant McFarland, Peter Rowley, Megan Nicol, Bruce Hopkins",12,"United States, New Zealand",2,"January 1, 2016",Friday,1,1,2016,2003,TV-Y7-FV,,1,1,Kids' TV,1
70213080,TV Show,Power Rangers Mystic Force,,,"Firass Dirani, Angie Diaz, Richard Brancatisano, Melanie Vallejo, Nic Sampson, John Tui, Peta Rutter, Antonia Prebble, Barnie Duncan, Kelson Henderson, Donogh Rees, Geoff Dolan, Holly Shanahan",13,United States,1,"January 1, 2016",Friday,1,1,2016,2006,TV-Y7-FV,,1,1,Kids' TV,1
70213081,TV Show,Power Rangers Lost Galaxy,,,"Archie Kao, Reggie Rolle, Danny Slavin, Valerie Vernon, Cerina Vincent, Russell Lawrence, Amy Miller, Melody Perkins, Kazuki Maehara, Eri Tanaka, Terence J. Rotolo, Hiroshi Tsuchida, Tom Whyte, Bob Papenbrook, Mari Maruta",15,"United States, France, Japan",3,"January 1, 2016",Friday,1,1,2016,1999,TV-Y7-FV,,1,1,Kids' TV,1
70213082,TV Show,Power Rangers Lightspeed Rescue,,,"Michael Chaturantabut, Sean CW Johnson, Alison MacInnis, Keith Robinson, Sasha Craig, Monica Louwerens, Rhett Fisher, Ron Roggé, Jennifer L. Yen, Kim Strauss",10,"United States, France, Japan",3,"January 1, 2016",Friday,1,1,2016,2000,TV-Y7-FV,,1,1,Kids' TV,1
70213083,TV Show,Power Rangers Jungle Fury,,,"Jason Smith, Aljin Abella, Anna Hutchison, David de Lautour, Nikolai Nikolaeff, Sarah Thomson, Bede Skinner, Holly Shanahan, Kelson Henderson, Richard Simpson, Cameron Rhodes, Elisabeth Easther, Mark Wright, Derek Judge",14,United States,1,"January 1, 2016",Friday,1,1,2016,2008,TV-Y7-FV,,1,1,Kids' TV,1
70213084,TV Show,Power Rangers in Space,,,"Tracy Lynn Cruz, Patricia Ja Lee, Christopher Khayman Lee, Justin Nimmo, Roger Velasco, Selwyn Ward, Melody Perkins, Paul Schrier, Jason Narvy, Mioko Fujiwara, Soichiro Hoshi, Yuji Kishimoto, Sanae Kobayashi, Tsuyoshi Takishita, Lex Lang",15,"United States, France, Japan",3,"January 1, 2016",Friday,1,1,2016,1998,TV-Y7-FV,,1,1,Kids' TV,1
70213085,TV Show,Power Rangers Dino Thunder,,,"James Napier, Kevin Duhaney, Emma Lahana, Jason David Frank, Jeffrey Parazzo, Katrina Devine, Tom Hern, Miriama Smith, Latham Gaines, James Gaylyn",10,United States,1,"January 1, 2016",Friday,1,1,2016,2004,TV-Y7-FV,,1,1,Kids' TV,1
70213120,TV Show,Beyblade: Metal Fusion,,,"Aki Kanada, Satoshi Hino, Emiri Kato, Kei Shindo, Robert Tinkler, Peter Cugno, Lisette St. Louis, Barbara Mamabolo",8,Japan,1,"December 15, 2017",Friday,15,12,2017,2009,TV-Y7,,1,1,"Anime Series, Kids' TV",2
70213130,TV Show,Boys Over Flowers,,,"Hye-sun Ku, Min-ho Lee, Hyun-joong Kim, Bum Kim, Joon Kim, So-eun Kim, Hye-yeong Lee, Jin-bin Park, Ye-jin Lim, Ho-bin Jeong",10,South Korea,1,"May 1, 2018",Tuesday,1,5,2018,2009,TV-14,,1,1,"International TV Shows, Korean TV Shows, Romantic TV Shows",3
70213196,TV Show,Gurren Lagann,,,"Tetsuya Kakihara, Katsuyuki Konishi, Marina Inoue, Masaya Onosaka, Nobuyuki Hiyama, Shizuka Ito, Daiki Nakamura, Kisho Taniyama, Rina Sato, Kana Ueda, Kana Asumi, Mitsuki Saiga, Takako Honda, Yukari Fukui, Kiyoyuki Yanada, Michiko Neya, Akio Suyama, Kiyoshi Kawakubo, Narushi Ikeda, Andrea Kwan, Brett Weaver, Bridget Hoffman, Dave Bridges, David Lee Mckinney, Hynden Walch, Kyle Hebert, Michelle Ruff, Yuri Lowenthal",28,Japan,1,"September 1, 2017",Friday,1,9,2017,2007,TV-14,,1,1,"Anime Series, International TV Shows",2
70213235,TV Show,Mighty Morphin Alien Rangers,,,"Julia Jordan, Matthew Sakimoto, Sicily Johnson, Michael O'Laskey II, Michael R. Gotto, Justin Timsit, Rajia Baroudi, David Bacon, Jim Gray, Karim Prince, Alan Palmer, Tom Wyner, Barbara Goodson, Robert Axelrod, Kerrigan Mahan",15,"United States, Japan",2,"January 1, 2016",Friday,1,1,2016,1996,TV-Y7-FV,,1,1,Kids' TV,1
70213237,TV Show,Monty Python's Almost the Truth,,,"Graham Chapman, Eric Idle, John Cleese, Michael Palin, Terry Gilliam, Terry Jones",6,United Kingdom,1,"October 2, 2018",Tuesday,2,10,2018,2009,NR,,1,1,"British TV Shows, Docuseries",2
70213238,TV Show,Monty Python's Flying Circus,,,"John Cleese, Graham Chapman, Terry Jones, Eric Idle, Michael Palin, Terry Gilliam",6,United Kingdom,1,"October 2, 2018",Tuesday,2,10,2018,1974,NR,,4,1,"British TV Shows, Classic & Cult TV, International TV Shows",3
70217161,TV Show,The Adventures of Sonic the Hedgehog,,,"Jaleel White, Long John Baldry, Garry Chalk",3,"United States, Canada",2,"April 18, 2018",Wednesday,18,4,2018,1993,TV-Y,,1,1,Kids' TV,1
70218316,TV Show,DreamWorks Spooky Stories,,,"Antonio Banderas, Hugh Laurie, Mike Myers, Reese Witherspoon, Seth Rogen, Kristen Schaal, Dean Edwards",7,United States,1,"October 25, 2018",Thursday,25,10,2018,2009,TV-PG,,1,1,"Kids' TV, TV Comedies",2
70221084,TV Show,Dance Academy,,,"Xenia Goodwin, Alicia Banit, Dena Kaplan, Isabel Durant, Thom Green, Jordan Rodrigues, Thomas Lacey, Tim Pocock, Tara Morice",9,Australia,1,"December 20, 2017",Wednesday,20,12,2017,2013,TV-PG,,1,1,"International TV Shows, Romantic TV Shows, TV Dramas",3
70221085,TV Show,Land Girls,,,"Becci Gemmell, Susan Cookson, Mark Benton, Mykola Allen, Sophie Ward, Jo Woodcock, Seline Hizli, Liam Boyle, Danny Webb, Nicholas Shaw, Carolyn Pickles, David Schofield, Summer Strallen, Christine Bottomley",14,United Kingdom,1,"August 1, 2017",Tuesday,1,8,2017,2011,TV-PG,,3,1,"British TV Shows, International TV Shows, TV Dramas",3
70221348,TV Show,DreamWorks Holiday Classics,,,"Ben Stiller, David Schwimmer, Chris Rock, Jada Pinkett Smith, Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera, Eddie Murphy, Mike Myers, Antonio Banderas, Cameron Diaz",12,United States,1,"December 16, 2018",Sunday,16,12,2018,2011,TV-PG,,1,1,"Kids' TV, TV Comedies",2
70221438,TV Show,Lilyhammer,,,"Steven Van Zandt, Trond Fausa, Steinar Sagen, Robert Skjærstad, Tommy Karlsen, Fridtjov Såheim, Marian Saastad Ottesen",7,"Norway, United States",2,"November 21, 2014",Friday,21,11,2014,2014,TV-MA,,3,1,"Crime TV Shows, TV Comedies, TV Dramas",3
70221569,Movie,Power Rangers Samurai: Party Monsters (Halloween Special),,,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Steven Skyler, Rene Naufahu, Felix Ryan, Paul Schrier, Ricardo Medina Jr.",10,United States,1,"January 1, 2016",Friday,1,1,2016,2011,TV-Y7-FV,24,0,0,Movies,1
70221570,Movie,"Power Rangers Samurai: Christmas Together, Friends Forever (Christmas Special)",,,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Steven Skyler, Rene Naufahu, Felix Ryan, Paul Schrier",9,United States,1,"January 1, 2016",Friday,1,1,2016,2011,TV-Y7-FV,24,0,0,Movies,1
70221571,Movie,Power Rangers Samurai: Clash of the Red Rangers,,,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Rene Naufahu",6,United States,1,"January 1, 2016",Friday,1,1,2016,2011,TV-Y7-FV,46,0,0,Children & Family Movies,1
70221672,TV Show,Ninja Turtles: The Next Mutation,,,"Jarred Blancard, Mitchell A. Lee Yuen, Dean Choe, Richard Yee, Gabe Khouth, Nicole Parker, Kirby Morrow, Matt Hill, Jason Gray-Stanford, Michael Dobson, Lalainia Lindbjerg, Shishir Inocalla, Fiona Scott, Stephen Mendel, Larry Lam, Geoff Wong",16,"Canada, United States",2,"January 1, 2016",Friday,1,1,2016,1997,TV-Y7-FV,,1,1,"Kids' TV, TV Comedies",2
70221673,TV Show,Power Rangers Samurai,,,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Rene Naufahu, Jeff Szusterman, Felix Ryan, Paul Schrier",9,United States,1,"January 1, 2016",Friday,1,1,2016,2011,TV-Y7-FV,,1,1,Kids' TV,1
70225722,TV Show,Life,,,David Attenborough,1,"United Kingdom, United States, Greece, Italy, Germany",5,"April 22, 2015",Wednesday,22,4,2015,2009,TV-PG,,1,1,"British TV Shows, Docuseries, International TV Shows",3
